timestamp,running_requests,waiting_requests,gpu_cache_usage
7.486343383789062e-05,0,0,2.1930786437973637e-05
2.0115551948547363,0,0,2.1930786437973637e-05
4.017177581787109,0,0,2.1930786437973637e-05
6.020411014556885,1,0,0.0018641168472300906
8.023804187774658,1,0,0.003443133470766302
10.028400897979736,2,0,0.005153734812930355
12.032223463058472,2,0,0.00804859862274665
14.03711986541748,2,0,0.010943462432562834
16.041282653808594,3,0,0.014759419272775132
18.044241189956665,3,0,0.017720075441905347
20.047237157821655,4,0,0.0208342471161016
22.05137300491333,3,0,0.015680512303171246
24.05527687072754,3,0,0.01875082240449144
26.05893588066101,4,0,0.02219395587525763
28.06278347969055,4,0,0.02636080529847795
30.067116498947144,4,0,0.02105355498048156
32.07048273086548,5,0,0.0339488574060266
34.074140787124634,6,0,0.04616430545199346
36.077622413635254,7,0,0.05026536251589986
38.08090829849243,6,0,0.04559410500460548
40.08478832244873,7,0,0.0493004079126278
42.08858060836792,6,0,0.04285275669985522
44.091758728027344,6,0,0.04708539848238957
46.09520101547241,7,0,0.05337953419009611
48.098262310028076,7,0,0.057853414623448396
50.10189938545227,7,0,0.04989253914645375
52.104968786239624,8,0,0.06307294179569278
54.108529806137085,8,0,0.06943286986271324
56.1121506690979,10,0,0.08388525812535641
58.1159942150116,10,0,0.08868810035527874
60.11962628364563,10,0,0.08245975700688624
62.12302041053772,11,0,0.09564015965612527
64.12846112251282,11,0,0.1003552787402956
66.13209462165833,11,0,0.09414886617834117
68.13606905937195,9,0,0.07770077634983985
70.13945388793945,9,0,0.07322689591648757
72.14334511756897,12,0,0.11044344050177635
74.14760708808899,13,0,0.1259265757270056
76.15103435516357,12,0,0.10447826659063997
78.15504574775696,11,0,0.10031141716741965
80.15944480895996,13,0,0.118119215755077
82.16258144378662,14,0,0.1360805298478004
84.1663749217987,14,0,0.14116847230141671
86.17052912712097,14,0,0.1340190359226282
88.17447543144226,14,0,0.1388657397254266
90.17858600616455,15,0,0.14430457476205094
92.18234252929688,16,0,0.16235361200052634
94.18568396568298,15,0,0.14934865564279132
96.18940925598145,13,0,0.13294442738716605
98.193354845047,14,0,0.1442387824027369
100.20305323600769,17,0,0.17320935128733717
102.20680499076843,17,0,0.171213649721479
104.21079444885254,16,0,0.16551164524759854
106.21444916725159,16,0,0.16660818456949866
108.21869540214539,19,0,0.2013684810737313
110.22336268424988,19,0,0.19693846221325495
112.22671127319336,20,0,0.21536032282117634
114.23060202598572,18,0,0.19557875345409892
116.23487305641174,20,0,0.1994824334400631
118.2394745349884,20,0,0.21672003158033248
120.24360847473145,22,0,0.23351901399184172
122.24767565727234,23,0,0.24979165752883903
124.25168514251709,22,0,0.24242291328567045
126.2550687789917,19,0,0.21305759024518622
128.25858092308044,19,0,0.21014079564893196
130.26280212402344,21,0,0.23775165577437607
132.26694679260254,22,0,0.25051537348129305
134.27164936065674,21,0,0.23871661037764813
136.2757658958435,21,0,0.24737927102065882
138.27907705307007,24,0,0.2945304618623624
140.28323817253113,24,0,0.2944427387166104
142.28739619255066,20,0,0.2547480152638274
144.29162454605103,21,0,0.2711961050923286
146.29602909088135,20,0,0.2553840080705294
148.30014181137085,22,0,0.2802096583183473
150.30411434173584,22,0,0.28466160796526163
152.30795454978943,22,0,0.2871178560463178
154.31193232536316,22,0,0.28575814728716176
156.3152298927307,22,0,0.29663581736041056
158.31874680519104,20,0,0.2792227729286372
160.322509765625,20,0,0.26547216983201016
162.32699465751648,20,0,0.2683231720689504
164.33106684684753,23,0,0.3119215755076977
166.33600497245789,23,0,0.3182595727882802
168.33955550193787,21,0,0.29573665511645253
170.34353637695312,22,0,0.3066581867625773
172.34763741493225,21,0,0.29284179130663623
174.35110211372375,21,0,0.2913943594017282
176.35483860969543,22,0,0.3139611386464318
178.35910511016846,21,0,0.31143909820606164
180.36248445510864,21,0,0.3123821220228957
182.36677622795105,20,0,0.29393833062853636
184.37032508850098,22,0,0.31915873503223824
186.3738658428192,22,0,0.32268959164875655
188.37765288352966,21,0,0.3186543269441642
190.3841359615326,21,0,0.32146146760822847
192.3904378414154,22,0,0.3443791394359401
194.39554524421692,21,0,0.3199263125575683
196.3992669582367,21,0,0.3226676608623186
198.40283131599426,20,0,0.3082152725996754
200.40651154518127,21,0,0.3308039826308171
202.41080331802368,20,0,0.31448747752094386
204.41422772407532,23,0,0.36146322207114345
206.41842246055603,23,0,0.3588315276985833
208.422532081604,22,0,0.3511118908724067
210.4277548789978,22,0,0.35280056142813276
212.4314796924591,22,0,0.3532172463704548
214.43565797805786,21,0,0.34108952147023996
216.43914103507996,21,0,0.3498837668318786
218.45307421684265,20,0,0.33448835475240146
220.45821928977966,21,0,0.3478661344795825
222.4621090888977,22,0,0.3667046800298259
224.4661569595337,23,0,0.38352559322777313
226.4705958366394,22,0,0.37376639326286243
228.47755932807922,22,0,0.37968770560112286
230.48156762123108,21,0,0.36240624588797754
232.48526644706726,20,0,0.341725514276942
234.48914551734924,19,0,0.33095749813588315
236.556494474411,20,0,0.35144085266897673
238.5618438720703,22,0,0.3853019869292513
240.65974879264832,21,0,0.36650730295188383
242.66358494758606,23,0,0.40218869248651257
244.6687090396881,24,0,0.42563270318873636
246.67212533950806,25,0,0.44971270669766217
248.67529439926147,23,0,0.41699197333216365
250.68076491355896,20,0,0.3652133865520417
252.68475699424744,21,0,0.3839422781700952
254.68905472755432,22,0,0.40955743672968115
256.69277715682983,21,0,0.38863546646782754
258.6967775821686,21,0,0.38835036624413355
260.7015337944031,22,0,0.41291284705469533
262.76835584640503,22,0,0.408219658756963
264.77284264564514,20,0,0.3828896004210711
