timestamp,running_requests,waiting_requests,gpu_cache_usage
0.00012135505676269531,0,0,1.3447547839606777e-05
2.0173144340515137,0,0,1.3447547839606777e-05
4.026571989059448,0,0,1.3447547839606777e-05
6.03676176071167,1,0,0.001062356279332488
8.046632289886475,1,0,0.001949894436749422
10.057687044143677,2,0,0.0029181178812043296
12.067830801010132,2,0,0.004531823621962583
14.08329963684082,2,0,0.006145529362720725
16.094001054763794,3,0,0.00832403211274424
18.10507607460022,3,0,0.010529429958447079
20.115384578704834,3,0,0.006952382233099796
22.12649154663086,3,0,0.00913088498312331
24.138899326324463,3,0,0.011201807350429638
26.14914035797119,5,0,0.018772776784153455
28.159570455551147,4,0,0.015652945685354247
30.17222023010254,5,0,0.017764210696179505
32.18352031707764,6,0,0.02563102618237567
34.19366383552551,6,0,0.028186060271909397
36.20559906959534,5,0,0.019445154176136015
38.21642351150513,5,0,0.021865712787273228
40.22668480873108,6,0,0.023842502319701975
42.23767900466919,6,0,0.025711711469413534
44.247859477996826,7,0,0.03361886959912863
46.257511377334595,8,0,0.03616045614082275
48.26875901222229,8,0,0.039912321988085475
50.279672384262085,8,0,0.03630837916705887
52.29090094566345,8,0,0.039092021569866686
54.3020224571228,10,0,0.053857429097804
56.31307649612427,8,0,0.039482000457216615
58.32458996772766,7,0,0.035461183653160866
60.34282684326172,7,0,0.03196482121485145
62.35250759124756,9,0,0.04644783023815602
64.36288166046143,11,0,0.06238317442814301
66.37356805801392,12,0,0.0652475021179888
68.38406181335449,12,0,0.0658391942229335
70.39535737037659,13,0,0.06898592041741192
72.40594267845154,12,0,0.0675335852507295
74.41710114479065,12,0,0.07043825558409422
76.42926120758057,12,0,0.06947003213963932
78.44006061553955,12,0,0.06987345857482885
80.45113515853882,13,0,0.07211919906405062
82.46314072608948,12,0,0.06648467651923673
84.47363042831421,13,0,0.0785605744792437
86.50311875343323,11,0,0.06012398639108163
88.51470828056335,13,0,0.07701410647768381
90.52672457695007,16,0,0.09300324085902933
92.5383653640747,18,0,0.11031023492866077
94.55025005340576,17,0,0.10774175329128732
96.5607500076294,17,0,0.10158277638072699
98.57127976417542,16,0,0.0981267565859365
100.6056022644043,17,0,0.10117934994553746
102.61990737915039,18,0,0.11220633917405165
104.63096952438354,18,0,0.11422347134999933
106.64454245567322,17,0,0.1054422226107069
108.65481400489807,17,0,0.10872342428358184
110.66666316986084,20,0,0.12410741901214317
112.67706823348999,20,0,0.1273751731371784
114.68831539154053,20,0,0.1284509769643506
116.69935059547424,17,0,0.10366714629587293
118.71053075790405,18,0,0.11461345023734926
120.72402858734131,19,0,0.12227855250595054
122.73570895195007,20,0,0.13357449269125776
124.74659705162048,18,0,0.11734330244879843
126.75814723968506,22,0,0.14040584699380065
128.76990246772766,23,0,0.1523338219275715
130.78124570846558,24,0,0.1654048384277127
132.79424786567688,24,0,0.16860535481354977
134.8051106929779,24,0,0.16999045224103382
136.82101917266846,22,0,0.15846590374245262
138.83403253555298,19,0,0.14098409155090574
140.84585070610046,19,0,0.14351223054476014
142.85602498054504,20,0,0.15300619931955406
144.87047576904297,21,0,0.1616798676761293
146.8813328742981,22,0,0.17484501701114796
148.89227771759033,20,0,0.15344996839826253
150.9033727645874,20,0,0.15253553514516627
152.9136073589325,19,0,0.14936191385500852
154.92387199401855,20,0,0.16354907682584086
156.9345042705536,21,0,0.17290857012223826
158.94715094566345,21,0,0.16786573968236895
160.9577648639679,23,0,0.18502481072576415
162.96908378601074,24,0,0.19738310719040386
164.9832580089569,24,0,0.19560803087556988
166.99219059944153,23,0,0.18936836867797158
169.00244116783142,23,0,0.19548700294501298
171.01378226280212,23,0,0.1970738135900918
173.02601027488708,22,0,0.18991971813939723
175.03705024719238,22,0,0.18888425695574407
177.04792046546936,19,0,0.16598308298481768
179.05805492401123,20,0,0.1805198821994809
181.16053986549377,19,0,0.16794642496940682
183.16996002197266,21,0,0.1838952167072334
185.1817479133606,20,0,0.17495259739386526
187.19175672531128,21,0,0.1871226281887498
189.20200300216675,21,0,0.19111654989712623
191.21575212478638,20,0,0.1794306308244692
193.22565412521362,21,0,0.19088794158385214
195.30048274993896,22,0,0.20254696556082996
197.3071165084839,23,0,0.21547005903473504
199.31811356544495,23,0,0.21678791872302083
201.32968044281006,21,0,0.19406156287400989
203.3407850265503,22,0,0.20442962225838124
205.35088658332825,24,0,0.22940171859661396
207.36106514930725,23,0,0.22048599437892502
209.3703784942627,23,0,0.22208625257184356
211.38195252418518,23,0,0.22485644742681177
213.3920431137085,22,0,0.21485147183411102
215.4017210006714,21,0,0.20733429259174585
217.41375398635864,21,0,0.20885386549762652
219.42609024047852,23,0,0.2320777806167046
221.43897604942322,20,0,0.1994540295577102
223.44989800453186,19,0,0.19032314457458688
225.45962405204773,19,0,0.19169479445423132
227.4716715812683,21,0,0.21572556244368835
229.48500561714172,21,0,0.21713755496685183
231.49688148498535,21,0,0.21743340101932418
233.50784158706665,22,0,0.2267122090286836
235.51805758476257,22,0,0.23051786506730498
237.52895975112915,22,0,0.2319702002339873
239.5385262966156,23,0,0.2445571050119011
241.552551984787,23,0,0.24609012546562137
243.5642967224121,21,0,0.2207011551443594
